-450	100.92000000000002
-430	103.965
-410	109.04000000000002
-330	95.84500000000003
110	95.84500000000003
800	102.95000000000002
1530	99.905
1570	88.74000000000001
1580	104.98000000000002
1590	98.63625000000002
1600	102.95000000000002
1610	93.30750000000002
1620	108.0813888888889
1630	109.04000000000002
1640	79.60500000000002
1660	98.38250000000001
1670	109.54750000000001
1700	113.77666666666669
1710	72.50000000000001
1720	82.14250000000001
1730	112.08500000000002
1740	109.04000000000002
1750	80.62000000000003
1760	95.84500000000003
1770	93.47666666666669
1780	92.29250000000002
1790	94.83000000000001
1800	95.03300000000002
1810	94.10500000000002
1820	93.16909090909093
1830	96.11210526315791
1840	95.22290322580646
1850	97.69045454545459
1860	96.6795555555556
1870	98.76081818181818
1880	98.12377450980392
1890	98.7546666666667
1900	100.36434306569346
1910	102.20239247311827
1920	102.40443750000004
1930	103.45750000000002
1940	102.95000000000002
1950	96.71500000000002
1960	95.84500000000001
1970	96.86000000000001
1980	96.86000000000001
1990	85.11500000000002
2000	100.51934210526316
2010	93.50269230769231

